$GPGGA,002210.000,4734.1304,N,12207.9581,W,1,06,1.37,157.9,M,-17.3,M,,*5F
$GPGGA,002211.000,4734.1303,N,12207.9581,W,1,06,1.37,157.9,M,-17.3,M,,*59
$GPGGA,002215.000,4734.1302,N,12207.9582,W,1,06,1.37,157.8,M,-17.3,M,,*5E
$GPGGA,002217.000,4734.1304,N,12207.9580,W,1,06,1.37,157.8,M,-17.3,M,,*58
$GPGGA,002219.000,4734.1306,N,12207.9580,W,1,06,1.46,157.8,M,-17.3,M,,*52
$GPGGA,002220.000,4734.1307,N,12207.9579,W,1,06,1.37,157.8,M,-17.3,M,,*59
$GPGGA,002222.000,4734.1308,N,12207.9577,W,1,06,1.37,157.8,M,-17.3,M,,*5A
$GPGGA,002223.000,4734.1303,N,12207.9573,W,1,06,1.37,157.7,M,-17.3,M,,*5B
$GPGGA,002230.000,4734.1308,N,12207.9572,W,1,06,1.46,157.3,M,-17.3,M,,*51
$GPGGA,002232.000,4734.1308,N,12207.9575,W,1,06,1.37,157.3,M,-17.3,M,,*52
$GPGGA,002234.000,4734.1307,N,12207.9577,W,1,06,1.37,157.3,M,-17.3,M,,*59
$GPGGA,002236.000,4734.1307,N,12207.9576,W,1,06,1.46,157.3,M,-17.3,M,,*5C
$GPGGA,002239.000,4734.1307,N,12207.9577,W,1,06,1.37,157.3,M,-17.3,M,,*54
$GPGGA,002242.000,4734.1307,N,12207.9585,W,1,06,1.37,157.6,M,-17.3,M,,*50
$GPGGA,002243.000,4734.1307,N,12207.9585,W,1,06,1.37,157.6,M,-17.3,M,,*51
$GPGGA,002247.000,4734.1305,N,12207.9591,W,1,06,1.37,157.6,M,-17.3,M,,*52
$GPGGA,002250.000,4734.1310,N,12207.9599,W,1,06,1.37,157.7,M,-17.3,M,,*59
$GPGGA,002251.000,4734.1309,N,12207.9593,W,1,06,1.37,157.8,M,-17.3,M,,*55
$GPGGA,002257.000,4734.1310,N,12207.9593,W,1,06,1.37,158.2,M,-17.3,M,,*5E
$GPGGA,002302.000,4734.1317,N,12207.9590,W,1,06,1.37,158.5,M,-17.3,M,,*5C
$GPGGA,002303.000,4734.1317,N,12207.9589,W,1,06,1.37,158.5,M,-17.3,M,,*55
$GPGGA,002305.000,4734.1315,N,12207.9587,W,1,06,1.37,158.6,M,-17.3,M,,*5C
$GPGGA,002307.000,4734.1317,N,12207.9591,W,1,06,1.37,158.7,M,-17.3,M,,*5A
